term,estimate,std.error,statistic,p.value,data,time_secs,estimator,n,n_clus,seed
x,0.33996989829142854,0.24450579087475077,1.3904369997746997,0.16439621760321305,raw data,NA,GLM,500,5,17
x,0.3399698982914735,0.24450582690772893,1.3904367948653045,0.16439627978854626,aggregated data,NA,GLM,500,5,17
(Intercept),-1.021449766897606,0.410173263125546,6.201536894934881,0.01276394332072827,raw data,0.20510411262512207,GEE,500,5,18
x,0.2960561392908457,0.175118933837427,2.858129706643693,0.09091314855457576,raw data,0.20510411262512207,GEE,500,5,18
(Intercept),-0.9647395304581464,0.423023064034205,5.20106229194263,0.02257308911634359,aggregated data,0.01178598403930664,GEE,500,5,18
x,0.37382824033135,0.18323972679475964,4.162027464646652,0.04133989193038479,aggregated data,0.01178598403930664,GEE,500,5,18
x,0.3681122107181253,0.22325108125615117,1.648870897497536,0.09917408643460436,raw data,NA,GLM,500,5,18
x,0.3681122107214953,0.22325143181813825,1.64886830836257,0.09917461697827398,aggregated data,NA,GLM,500,5,18
(Intercept),-1.531948261807871,0.3916239189108489,15.302055696697304,9.161675669744351e-5,raw data,0.21355009078979492,GEE,500,5,19
x,0.5660373990875341,0.17113369173017903,10.940047690363343,9.410774704655678e-4,raw data,0.21355009078979492,GEE,500,5,19
(Intercept),-1.5668448272822553,0.4397406588092042,12.695760788046876,3.664854646904248e-4,aggregated data,0.02541112899780273,GEE,500,5,19
x,0.5314731449223303,0.19406110787785288,7.500420923083943,0.00616845745063943,aggregated data,0.02541112899780273,GEE,500,5,19
x,0.6452960142331087,0.2326017483336656,2.7742526393543527,0.00553286924672451,raw data,NA,GLM,500,5,19
x,0.645296014231031,0.2326016125052577,2.7742542593785533,0.00553284169227819,aggregated data,NA,GLM,500,5,19
(Intercept),-1.0442862196204898,0.5190812335979034,4.047328340534515,0.04424130962677952,raw data,0.23083996772766113,GEE,500,5,20
x,0.548370669098369,0.14622784998394692,14.063332531156194,1.7675630867908243e-4,raw data,0.23083996772766113,GEE,500,5,20
(Intercept),-1.443177434366995,0.4241232336483146,11.578580816272892,6.671583914915624e-4,aggregated data,0.01759004592895507,GEE,500,5,20
x,0.5423347545787218,0.09145219127775592,35.16791658264916,3.024657857508828e-9,aggregated data,0.01759004592895507,GEE,500,5,20
x,0.7437284944507433,0.23310460818403697,3.1905353576861373,0.0014200946317375,raw data,NA,GLM,500,5,20
x,0.7437284944507577,0.2331046180274065,3.19053522295863,0.00142009529386655,aggregated data,NA,GLM,500,5,20
(Intercept),-0.9571055075115932,0.440002113503314,4.731622687105817,0.02961293446157298,raw data,0.7161538600921631,GEE,1000,5,1
x,0.06867680420924642,0.14924108979277934,0.21175970915283113,0.645391644489772,raw data,0.7161538600921631,GEE,1000,5,1
(Intercept),-1.297701692036195,0.37869346514054975,11.742866405287534,6.107688516475696e-4,aggregated data,0.01026511192321777,GEE,1000,5,1
x,0.12221760586754996,0.14845464890249854,0.6777662510941039,0.41035697029522,aggregated data,0.01026511192321777,GEE,1000,5,1
x,0.07869888752995413,0.15321387793042474,0.5136537798859953,0.6074940721429185,raw data,NA,GLM,1000,5,1
x,0.07869888753829903,0.15321441415765807,0.5136519822300638,0.6074953291990228,aggregated data,NA,GLM,1000,5,1
(Intercept),-1.153664097987882,0.3721977416604163,9.607519792530375,0.0019378218903987,raw data,0.7691640853881836,GEE,1000,5,2
x,0.07385475862570239,0.12804847999271973,0.3326657663273434,0.5640935884877465,raw data,0.7691640853881836,GEE,1000,5,2
(Intercept),-1.340002494245404,0.35295274263749365,14.413786721829092,1.467241837481703e-4,aggregated data,0.00857210159301757,GEE,1000,5,2
x,-0.02715366399618805,0.12240343062276766,0.04921185087176848,0.8244404307126248,aggregated data,0.00857210159301757,GEE,1000,5,2
x,0.09471349556831526,0.16388355816092642,0.5779316523949937,0.5633102644313497,raw data,NA,GLM,1000,5,2
x,0.09471349556831622,0.16388355232909307,0.5779316729608284,0.563310250545958,aggregated data,NA,GLM,1000,5,2
(Intercept),-1.7568581400981809,0.2284063804295405,59.16391811220759,1.454392162258955e-14,raw data,0.8748419284820557,GEE,1000,5,3
x,0.2973110701772327,0.0683194133207733,18.93799091067584,1.3503660243108229e-5,raw data,0.8748419284820557,GEE,1000,5,3
(Intercept),-1.6353886032144238,0.20575220971423347,63.176115296107334,1.887379141862766e-15,aggregated data,0.01294517517089843,GEE,1000,5,3
x,0.3075952856705897,0.05989768501509743,26.37176971224719,2.8162669851727884e-7,aggregated data,0.01294517517089843,GEE,1000,5,3
x,0.3014646458960469,0.17481121532788932,1.7245154741965307,0.08461482790487604,raw data,NA,GLM,1000,5,3
x,0.30146464588738564,0.1748110191597994,1.7245174093505442,0.08461447886981997,aggregated data,NA,GLM,1000,5,3
(Intercept),-0.8250033506973018,0.28341880647868556,8.473329503104637,0.00360391184065878,raw data,0.9486548900604248,GEE,1000,5,4
x,0.23601265038499147,0.09395654871996358,6.309812480919386,0.0120071538368145,raw data,0.9486548900604248,GEE,1000,5,4
(Intercept),-0.9295144668239984,0.2171073112524072,18.330039849529236,1.857549220984911e-5,aggregated data,0.01241493225097656,GEE,1000,5,4
x,0.24721825687297327,0.07349907792717435,11.31350826189764,7.694525294844601e-4,aggregated data,0.01241493225097656,GEE,1000,5,4
x,0.2593806484958096,0.14297120048853956,1.8142160631616249,0.06964446809404194,raw data,NA,GLM,1000,5,4
x,0.25938064855928517,0.14297195118793757,1.814206537744789,0.0696459340257351,aggregated data,NA,GLM,1000,5,4
(Intercept),-0.8851146599927219,0.47310995631553,3.500055191393781,0.06136678399321149,raw data,0.9632859230041504,GEE,1000,5,5
x,0.09443449800197086,0.10955173673969204,0.7430581779111644,0.38868299238542414,raw data,0.9632859230041504,GEE,1000,5,5
(Intercept),-0.952074352583578,0.4839411748032639,3.8704065262021503,0.04914461649497936,aggregated data,0.02602100372314453,GEE,1000,5,5
x,0.10946708863094452,0.11679299679917944,0.8784833431360947,0.34861741618592623,aggregated data,0.02602100372314453,GEE,1000,5,5
x,0.1192819106481455,0.1559628026486741,0.7648099971429922,0.4443846938954166,raw data,NA,GLM,1000,5,5
x,0.11928191064815973,0.15596282506374115,0.76480988722415,0.44438475935833294,aggregated data,NA,GLM,1000,5,5
(Intercept),-0.7801745686243096,0.3005468341927114,6.738438415889511,0.00943571847214341,raw data,0.9977681636810304,GEE,1000,5,6
x,0.25342135994672293,0.10671200762077455,5.63975000377748,0.01755771047825505,raw data,0.9977681636810304,GEE,1000,5,6
(Intercept),-199362081542642750,7876733051804941,640.6087474675402,0,aggregated data,0.01749396324157715,GEE,1000,5,6
x,-10577539379415126,461904925937631.25,524.40172810374645,0,aggregated data,0.01749396324157715,GEE,1000,5,6
x,0.28230875481728157,0.1432094326448849,1.971300001706731,0.04868957117478134,raw data,NA,GLM,1000,5,6
x,0.2823087548028265,0.1432093857766493,1.9713006467545215,0.04868949743661167,aggregated data,NA,GLM,1000,5,6
(Intercept),-1.231242830846174,0.6020778483877264,4.181981733868876,0.0408559010357773,raw data,1.1403820514678955,GEE,1000,5,7
x,0.14783439804584636,0.08325543477335609,3.153013340973493,0.07578688872521111,raw data,1.1403820514678955,GEE,1000,5,7
(Intercept),-1954004962700499.3,382885776387854.06,26.044310131259586,3.336707440348974e-7,aggregated data,0.01625394821166992,GEE,1000,5,7
x,-228419354552125.5,158406866823966.3,2.0793030565937767,0.14930833507930563,aggregated data,0.01625394821166992,GEE,1000,5,7
x,0.22061337449877536,0.1856777407651009,1.188151975512623,0.23477354028154232,raw data,NA,GLM,1000,5,7
x,0.22061338027351657,0.1856858774247192,1.1880999424038463,0.23479403704971163,aggregated data,NA,GLM,1000,5,7
(Intercept),-1.252165098296984,0.321355517145947,15.182792900580807,9.75886393536074e-5,raw data,0.9637529850006104,GEE,1000,5,8
x,0.3317319919731062,0.13890062748742063,5.703826383891958,0.01692796982405808,raw data,0.9637529850006104,GEE,1000,5,8
(Intercept),-1.1797855750042083,0.19951465204751417,34.96685506770716,3.353657240801055e-9,aggregated data,0.01092505455017089,GEE,1000,5,8
x,0.29709004993534355,0.10196839206309367,8.48877595920223,0.00357344143637794,aggregated data,0.01092505455017089,GEE,1000,5,8
x,0.3619717623405486,0.1542356535029763,2.346874760274307,0.01893161702392491,raw data,NA,GLM,1000,5,8
x,0.3619717623406423,0.15423567726029266,2.3468743987797853,0.0189316353907378,aggregated data,NA,GLM,1000,5,8
(Intercept),-1.8584154997047049,0.2284129477437377,66.197898213603,4.440892098500626e-16,raw data,0.9413409233093262,GEE,1000,5,9
x,0.4227350808243453,0.14525118311649424,8.4702693666904,0.00360997969575183,raw data,0.9413409233093262,GEE,1000,5,9
(Intercept),-1.834789392275422,0.2305542199971549,63.33245009602724,1.7763568394002505e-15,aggregated data,0.01104497909545898,GEE,1000,5,9
x,0.3865012018470131,0.1465634812175808,6.95424766836971,0.0083620455540252,aggregated data,0.01104497909545898,GEE,1000,5,9
x,0.4553497580575542,0.17748005063980515,2.5656391037530417,0.01029859181520718,raw data,NA,GLM,1000,5,9
x,0.45534975896400953,0.17748225925759975,2.565607181634474,0.01029953952849069,aggregated data,NA,GLM,1000,5,9
(Intercept),-1.573961059671953,0.27143772747314004,33.62385822593214,6.686751374829214e-9,raw data,0.9611809253692628,GEE,1000,5,10
x,0.28418137908893554,0.1412013439338598,4.050546054172299,0.04415705932326308,raw data,0.9611809253692628,GEE,1000,5,10
(Intercept),-1.610116251796405,0.2862300874212418,31.64345534955465,1.852378050948289e-8,aggregated data,0.01007008552551269,GEE,1000,5,10
x,0.27457452703407553,0.14891987838678533,3.3995007599439937,0.06521615464297537,aggregated data,0.01007008552551269,GEE,1000,5,10
x,0.304302861772533,0.1671267710355364,1.820790648242876,0.06863868640191069,raw data,NA,GLM,1000,5,10
x,0.30430286177253324,0.1671267739930005,1.820790616022289,0.06863869130161557,aggregated data,NA,GLM,1000,5,10
(Intercept),-1.462460905400358,0.4088882572441085,12.792612766585396,3.47990760898087e-4,raw data,0.930194854736328,GEE,1000,5,11
x,0.2567158664405086,0.08111193600672273,10.01695880467678,0.00155105366999341,raw data,0.930194854736328,GEE,1000,5,11
(Intercept),-1.839228393075336,0.7227990989369106,6.474945547803343,0.01094056657051301,aggregated data,0.01069498062133789,GEE,1000,5,11
x,0.2754832558835687,0.11319119733844234,5.9233187866756944,0.01494178797864209,aggregated data,0.01069498062133789,GEE,1000,5,11
x,0.3011411696293777,0.1711338415885056,1.7596821694301532,0.07846171068759031,raw data,NA,GLM,1000,5,11
x,0.30114116962939447,0.17113385734775477,1.7596820073859298,0.07846173817800543,aggregated data,NA,GLM,1000,5,11
(Intercept),-1.7633191037881433,0.6821478657264378,6.681973916733963,0.00973927148100461,raw data,0.8831379413604736,GEE,1000,5,12
x,0.4005197918498,0.06230607029211334,41.32256220839198,1.2907053204003202e-10,raw data,0.8831379413604736,GEE,1000,5,12
(Intercept),-1.4133726345408697,1.3487882648152352,1.0980593119148403,0.2946923990042034,aggregated data,0.01179099082946777,GEE,1000,5,12
x,0.27584624317748485,0.05462741269328862,25.49839731046977,4.427505515547381e-7,aggregated data,0.01179099082946777,GEE,1000,5,12
x,0.5802783723176594,0.2061036787985048,2.8154682910098017,0.00487062031999347,raw data,NA,GLM,1000,5,12
x,0.5802783741175223,0.20610932410873223,2.815391184395901,0.00487178923433569,aggregated data,NA,GLM,1000,5,12
(Intercept),-0.597845191808937,0.2992899956232083,3.9901854597349855,0.04576602655945983,raw data,0.9743649959564208,GEE,1000,5,13
x,0.3568964784883281,0.15858537295967062,5.064752992928592,0.02441718486541,raw data,0.9743649959564208,GEE,1000,5,13
(Intercept),-0.7444288636931583,0.3007310158669347,6.127593751722583,0.01330878848977712,aggregated data,0.01139807701110839,GEE,1000,5,13
x,0.360670300412258,0.14863008621676965,5.8885355829103325,0.01523976831552653,aggregated data,0.01139807701110839,GEE,1000,5,13
x,0.3990376913015432,0.13842864251813225,2.882623740598155,0.00394378204194248,raw data,NA,GLM,1000,5,13
x,0.3990376912926981,0.13842856077174093,2.8826254428136657,0.00394376073288316,aggregated data,NA,GLM,1000,5,13
(Intercept),-0.2098067307053355,0.45111971401741857,0.21629935301786293,0.6418742089462532,raw data,0.9186301231384276,GEE,1000,5,14
x,0.0943074409214188,0.08839908892325239,1.1381417177952102,0.28604533457417447,raw data,0.9186301231384276,GEE,1000,5,14
(Intercept),-0.3474478212615226,0.5110500930402807,0.462223734418683,0.49658653768881855,aggregated data,0.01215291023254394,GEE,1000,5,14
x,0.18337177891374673,0.12514993833486665,2.146859960667332,0.14286180633701195,aggregated data,0.01215291023254394,GEE,1000,5,14
x,0.1171682869415541,0.14531903559362788,0.8062831305129569,0.4200796151412192,raw data,NA,GLM,1000,5,14
x,0.11716828694523486,0.14531893197616144,0.8062837054462766,0.42007928371134695,aggregated data,NA,GLM,1000,5,14
(Intercept),-0.616556010979629,0.2837178749107786,4.722496838179174,0.02977048518286929,raw data,0.9103529453277588,GEE,1000,5,15
x,0.2589639073320722,0.0954487522901088,7.3610194816925345,0.00666529891261646,raw data,0.9103529453277588,GEE,1000,5,15
(Intercept),-0.49559548890272914,0.33001791270489383,2.255171959462487,0.13316866217800238,aggregated data,0.01589798927307129,GEE,1000,5,15
x,0.24090104281296384,0.11139515332719643,4.6767566101177085,0.03057342040735566,aggregated data,0.01589798927307129,GEE,1000,5,15
x,0.2829505037501998,0.13708761138000988,2.064012210161389,0.03901655871040246,raw data,NA,GLM,1000,5,15
x,0.2829505037502177,0.1370876114666018,2.064012208857778,0.03901655883399977,aggregated data,NA,GLM,1000,5,15
(Intercept),-0.9443834523191156,0.3193111017605189,8.747192834381833,0.00310079007772767,raw data,0.94029998779296875,GEE,1000,5,16
x,0.3694459642519415,0.11612271369739088,10.122027217350029,0.00146507768780623,raw data,0.94029998779296875,GEE,1000,5,16
(Intercept),-0.9052759166929796,0.3140273758894505,8.310495401358837,0.00394166386475003,aggregated data,0.01297879219055175,GEE,1000,5,16
x,0.3766357352362996,0.11408189414397688,10.89957591176094,9.618627911290868e-4,aggregated data,0.01297879219055175,GEE,1000,5,16
x,0.4211765931985854,0.1460975171806485,2.882845659025154,0.00394100485407852,raw data,NA,GLM,1000,5,16
x,0.42117659327137874,0.14609836567261164,2.8828289168900314,0.0039412143107952,aggregated data,NA,GLM,1000,5,16
(Intercept),-1.620277990158902,0.38099742323580665,18.08568607556496,2.1118306325007552e-5,raw data,1.0948832035064695,GEE,1000,5,17
x,0.21060948209030045,0.17182387059038914,1.5024113105827397,0.22030071486607872,raw data,1.0948832035064695,GEE,1000,5,17
(Intercept),-1.7191918884430597,0.39212886188986906,19.221668762388425,1.1638479253228697e-5,aggregated data,0.00937294960021972,GEE,1000,5,17
x,0.24120444892289775,0.18001307665622335,1.795405365112333,0.18026895782588337,aggregated data,0.00937294960021972,GEE,1000,5,17
x,0.22453388429857132,0.17269547865540374,1.3001723383077437,0.19354190904136204,raw data,NA,GLM,1000,5,17
x,0.22453388429857257,0.1726954839233303,1.3001722986471167,0.1935419226314887,aggregated data,NA,GLM,1000,5,17
(Intercept),-0.9774793186039974,0.5078822644860207,3.704154222294008,0.05427717310763591,raw data,0.978173017501831,GEE,1000,5,18
x,0.25475276408331554,0.13709335330401803,3.453067045953713,0.06313451424562266,raw data,0.978173017501831,GEE,1000,5,18
(Intercept),-1.0557402218061018,0.4660976070460702,5.130508233352484,0.02350884301481337,aggregated data,0.01021194458007812,GEE,1000,5,18
x,0.3257180534578361,0.1300772080722589,6.270197893446226,0.01227854288939478,aggregated data,0.01021194458007812,GEE,1000,5,18
x,0.3180494254185106,0.15745510089079626,2.0199372622363967,0.04338989555728944,raw data,NA,GLM,1000,5,18
x,0.31804942542063797,0.15745519784283318,2.0199360184863817,0.04339002458445039,aggregated data,NA,GLM,1000,5,18
(Intercept),-1.375069264549594,0.3543021396014484,15.062657452661892,1.0400048324854529e-4,raw data,1.059891939163208,GEE,1000,5,19
x,0.2104109472878864,0.09453520837138196,4.95392573358815,0.02603149362203039,raw data,1.059891939163208,GEE,1000,5,19
(Intercept),-1.6361642352602843,0.3977991630628456,16.91710560217168,3.904811389776608e-5,aggregated data,0.00928783416748046,GEE,1000,5,19
x,0.2187623296500184,0.1093144588264698,4.00488325895494,0.04536863890898113,aggregated data,0.00928783416748046,GEE,1000,5,19
x,0.22690678575009385,0.16101885418609302,1.4091938915914324,0.15877784348265137,raw data,NA,GLM,1000,5,19
x,0.2269067857500968,0.16101885940056945,1.409193845955751,0.15877785697313967,aggregated data,NA,GLM,1000,5,19
(Intercept),-0.7409166860643066,0.5358996562402941,1.911488960730888,0.1667979562668207,raw data,0.9406781196594238,GEE,1000,5,20
x,-0.15840651408253759,0.09876385343983753,2.5724682374872,0.10873795057166512,raw data,0.9406781196594238,GEE,1000,5,20
(Intercept),-0.9113297151257598,0.5150844199834927,3.1303596361801573,0.0768467861397879,aggregated data,0.01253199577331543,GEE,1000,5,20
x,-0.09189880875360802,0.1175627484394239,0.6110550003571655,0.4343908601872988,aggregated data,0.01253199577331543,GEE,1000,5,20
x,-0.21695720916772804,0.1611389647919682,-1.3463981815188006,0.1781741370931593,raw data,NA,GLM,1000,5,20
x,-0.21695720975848423,0.16114165257974733,-1.3463757277226285,0.1781813746914679,aggregated data,NA,GLM,1000,5,20
(Intercept),-1.0470764735474851,0.35686753189609566,8.608802188066347,0.00334542242527224,raw data,14.457787990570068,GEE,2500,5,1
x,0.34315156855610035,0.06395508008554991,28.78868863472906,8.072117962942826e-8,raw data,14.457787990570068,GEE,2500,5,1
(Intercept),-2862790343373577,534889170814993.75,28.645174775551364,8.693033315410048e-8,aggregated data,0.01477408409118652,GEE,2500,5,1
x,2003210434363775.5,170662056638981.72,137.7777846619573,0,aggregated data,0.01477408409118652,GEE,2500,5,1
x,0.4037401264279437,0.0974575685547724,4.142727264953636,3.431999955772979e-5,raw data,NA,GLM,2500,5,1
x,0.4037401264276146,0.0974576021988884,4.142725834806344,3.432021364955488e-5,aggregated data,NA,GLM,2500,5,1
(Intercept),-1.2468590737816916,0.3848497727988328,10.496687581297714,0.0011958873911313,raw data,14.183197021484377,GEE,2500,5,2
x,0.26756994236368925,0.06262694051227623,18.253756739450647,1.9334424900874225e-5,raw data,14.183197021484377,GEE,2500,5,2
(Intercept),375318101147099.5,1678151875695340.5,0.05001917167605758,0.8230299169814347,aggregated data,0.01101589202880859,GEE,2500,5,2
x,-1689452943698503.5,2253720073132013,0.5619429850414391,0.4534784420450744,aggregated data,0.01101589202880859,GEE,2500,5,2
